id;chapter;section;page;type;prompt;answer_text;options_json
2.76;Kapitel I. 37;2. Rechte und Pflichten;42;multiple_choice;Wer benötigt einen Waffenschein?;;"[{""key"": ""a"", ""text"": ""Wer eine „scharfe“ Waffe zu Hause führt."", ""correct"": false}, {""key"": ""b"", ""text"": ""Wer eine Druckluftpistole unverpackt auf dem Rücksitz im PKW mitnimmt."", ""correct"": true}, {""key"": ""c"", ""text"": ""Wer mit der Armbrust auf einem Feld schießt."", ""correct"": false}]"
2.77;Kapitel I. 37;2. Rechte und Pflichten;42;multiple_choice;Bei welcher der nebenstehend aufgeführten Schusswaffen benötigt man einen Waffenschein, wenn man sie außerhalb der Wohnung zugriffsbereit „bei sich“ hat?;;"[{""key"": ""a"", ""text"": ""doppelläufiges Steinschlossgewehr (Modell vor 1871)"", ""correct"": false}, {""key"": ""b"", ""text"": ""Druckluftpistole mit einer Mündungsenergie bis zu 7,5 Joule"", ""correct"": true}, {""key"": ""c"", ""text"": ""Steinschloss-Duellpistole (Modell vor 1871)"", ""correct"": false}]"
2.78;Kapitel I. 37;2. Rechte und Pflichten;42;multiple_choice;Einer Erlaubnis zum Führen einer erlaubnispflichtigen Schusswaffe bedarf nicht,;;"[{""key"": ""a"", ""text"": ""wer diese beim Schießen auf Schießstätten zu einem vom Bedürfnis umfassten Zweck oder im Zusammenhang damit verwendet."", ""correct"": true}, {""key"": ""b"", ""text"": ""wer die Waffe als Sportschütze unverpackt auf dem PKW-Rücksitz zum Büchsenmacher bringt."", ""correct"": false}, {""key"": ""c"", ""text"": ""wer die Waffe seinen Freunden auf der Straße zeigt."", ""correct"": false}]"
2.79;Kapitel I. 38;2. Rechte und Pflichten;43;multiple_choice;Benötigen Sie zum Führen einer Druckluftpistole (mit Kennzeichnung „F im Fünfeck“) im Gürtelholster einen Waffenschein?;;"[{""key"": ""a"", ""text"": ""Ja"", ""correct"": true}, {""key"": ""b"", ""text"": ""Nein"", ""correct"": false}, {""key"": ""c"", ""text"": ""Nur, wenn ich noch nicht volljährig bin."", ""correct"": false}]"
2.80;Kapitel I. 38;2. Rechte und Pflichten;43;multiple_choice;Welcher der genannten Gegenstände darf nicht ohne weiteres geführt werden?;;"[{""key"": ""a"", ""text"": ""Baseballschläger"", ""correct"": false}, {""key"": ""b"", ""text"": ""Klappmesser mit 14 cm langer, nicht feststellbarer einseitig geschliffener Klinge."", ""correct"": false}, {""key"": ""c"", ""text"": ""Kochmesser mit 14 cm langer Klinge."", ""correct"": false}, {""key"": ""d"", ""text"": ""Samuraischwert"", ""correct"": true}, {""key"": ""e"", ""text"": ""Schlagstock"", ""correct"": false}]"
2.81;Kapitel I. 38;2. Rechte und Pflichten;43;multiple_choice;Ist der Umgang mit sogenannten Pfeilabschussgeräten im Sinne des Waffengesetzes erlaubnispflichtig und der Eintrag in eine Waffenbesitzkarte erforderlich?;;"[{""key"": ""a"", ""text"": ""Ja, da Pfeilabschussgeräte nicht in der Anlage 2 Unterabschnitt 2 -erlaubnisfreie Arten des Umgangs- genannt sind."", ""correct"": true}, {""key"": ""b"", ""text"": ""Nein, sie sind waffenrechtlich wie Armbrüste einzuordnen."", ""correct"": false}]"
2.82;Kapitel I. 38;2. Rechte und Pflichten;43;multiple_choice;Um Ihre Vorderschaftrepetierflinte leichter transportieren zu können ersetzen Sie den normalen Schaft durch einen Pistolengriff.;;"[{""key"": ""a"", ""text"": ""Das ist verboten."", ""correct"": true}, {""key"": ""b"", ""text"": ""Änderungen am Schaft sind zulässig, wenn die Waffe danach noch mindestens 61 cm lang ist."", ""correct"": false}, {""key"": ""c"", ""text"": ""Das ist nur Jägern erlaubt."", ""correct"": false}]"
2.83;Kapitel I. 38;2. Rechte und Pflichten;43;multiple_choice;Welche Legitimationspapiere sind beim Transport einer erlaubnispflichtigen Schusswaffe durch einen Sportschützen mitzuführen?;;"[{""key"": ""a"", ""text"": ""Personal-/Reisepass und Schützenausweis"", ""correct"": false}, {""key"": ""b"", ""text"": ""Waffenbesitzkarte und Waffenschein"", ""correct"": false}, {""key"": ""c"", ""text"": ""Personalausweis oder Reisepass und Waffenbesitzkarte"", ""correct"": true}]"
2.84;Kapitel I. 39;2. Rechte und Pflichten;44;multiple_choice;Welche Dokumente muss ein Sportschütze mitführen, der a) seine eigene erlaubnispflichtige Waffe zum Schießstand führt (nicht zugriffs- bzw. schussbereit) b) die erlaubnispflichtige Waffe eines anderen zum Schießstand führt (nicht zugriffs- bzw. schussbereit)?;;"[{""key"": ""a"", ""text"": ""Personalausweis oder Reisepass und WBK"", ""correct"": false}, {""key"": ""b"", ""text"": ""Personalausweis oder Reisepass, die eigene WBK und eine Bescheinigung des Überlassens mit Datum der Überlassung."", ""correct"": false}]"
2.85;Kapitel I. 39;2. Rechte und Pflichten;44;multiple_choice;Welche Dokumente benötigen Sie zum zugriffsbereiten Führen einer bauartzugelassenen Schreckschusswaffe?;;"[{""key"": ""a"", ""text"": ""Keine Dokumente erforderlich, da der Erwerb ja auch genehmigungsfrei ist."", ""correct"": false}, {""key"": ""b"", ""text"": ""Kleiner Waffenschein und Personalausweis oder Reisepass"", ""correct"": true}, {""key"": ""c"", ""text"": ""Waffenbesitzkarte und Personalausweis oder Reisepass"", ""correct"": false}]"
2.86;Kapitel I. 39;2. Rechte und Pflichten;44;multiple_choice;Der Transport einer KleinkaliberSportpistole durch einen WBK-Inhaber bedarf keiner Erlaubnis, wenn diese…;;"[{""key"": ""a"", ""text"": ""im nicht einsehbaren Handschuhfach eines Pkw befördert wird."", ""correct"": false}, {""key"": ""b"", ""text"": ""versteckt am Körper getragen wird."", ""correct"": false}, {""key"": ""c"", ""text"": ""ungeladen im verschlossenen Waffenkoffer befördert wird, wenn der Transport zu einem vom Bedürfnis umfassten Zweck erfolgt."", ""correct"": true}]"
2.87;Kapitel I. 39;2. Rechte und Pflichten;44;multiple_choice;Darf ein Anderer als der WBK-Inhaber dessen Kurzwaffe zur Instandsetzung zum Waffengeschäft bringen?;;"[{""key"": ""a"", ""text"": ""Ja, wenn er Inhaber einer WBK ist oder die Waffe gewerblich transportiert."", ""correct"": true}, {""key"": ""b"", ""text"": ""Nein, das ist nicht erlaubt."", ""correct"": false}, {""key"": ""c"", ""text"": ""Das muss immer erst bei der Behörde beantragt werden."", ""correct"": false}]"
2.88;Kapitel I. 39;2. Rechte und Pflichten;44;self_assessment;Sie wollen den defekten Lauf ihrer Pistole zum Waffenhändler bringen. Wie nehmen sie ihn waffenrechtlich einwandfrei mit?;Bei einem Lauf handelt es sich um ein wesentliches Teil einer Waffe. Diese stehen den Schusswaffen gleich. Der Lauf ist deshalb nicht zugriffsbereit zu transportieren.;[]
2.89;Kapitel I. 39;2. Rechte und Pflichten;44;self_assessment;Was ist beim Transport einer Schusswaffe von der Wohnung zur Schießstätte zu beachten?;Beim Transport darf die Waffe nicht schussbereit und nicht zugriffsbereit sein. Der Transport darf nur zum vom Bedürfnis umfassten Zweck erfolgen.;[]
2.90;Kapitel I. 40;2. Rechte und Pflichten;45;multiple_choice;Erlaubnisfreies Führen im Sinne des Waffengesetzes liegt vor, wenn man als WBK-Inhaber die Waffe...;;"[{""key"": ""a"", ""text"": ""bei einer Schützenhochzeit zum Spalier stehen verwendet."", ""correct"": false}, {""key"": ""b"", ""text"": ""im verschlossenen Kofferraum des PKW, ungeladen und verpackt zum Schießstand fährt."", ""correct"": true}, {""key"": ""c"", ""text"": ""im verschlossenen Waffenkoffer zum Büchsenmacher transportiert."", ""correct"": true}]"
2.91;Kapitel I. 40;2. Rechte und Pflichten;45;self_assessment;Unter welchen Voraussetzungen darf man in einem fremden Besitztum eine Schusswaffe ohne Waffenschein bei sich haben?;Unter der Voraussetzung, dass das Führen der Waffe vom Bedürfnis umfasst ist oder damit im Zusammenhang steht und der Hausrechtsinhaber zugestimmt hat.;[]
2.92;Kapitel I. 40;2. Rechte und Pflichten;45;self_assessment;Bedarf es zum Führen 1. einer nicht schussbereiten Waffe im unverschlossenen Handschuhfach oder 2. einer schussbereiten Waffe im verschlossenen Handschuhfach eines Waffenscheines?;Zu 1: Ja Zu 2: Ja;[]
2.93;Kapitel I. 40;2. Rechte und Pflichten;45;self_assessment;Dürfen Teilnehmer an öffentlichen Veranstaltungen, insbesondere an Volksfesten und öffentlichen Vergnügungen, Waffen mit sich führen?;Nein, es sei denn, die zuständige Behörde hat allgemein oder für den Einzelfall eine Ausnahme zugelassen.;[]
2.94;Kapitel I. 40;2. Rechte und Pflichten;45;self_assessment;Brauchen Sie zum zugriffsbereiten Führen von Druckluft-, Federdruck- oder CO2-Waffen in der Öffentlichkeit einen Waffenschein?;Ja (Der Kleine Waffenschein reicht nicht aus.);[]
2.95;Kapitel I. 40;2. Rechte und Pflichten;45;multiple_choice;Ist der Transport einer erlaubnispflichtigen Schusswaffe durch den WBK-Inhaber von der Wohnung zum Schießstand zulässig?;;"[{""key"": ""a"", ""text"": ""Nur mit Waffenschein."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja, wenn sie ungeladen und gesichert im Holster am Körper getragen wird."", ""correct"": false}, {""key"": ""c"", ""text"": ""Ja, wenn sie nicht zugriffsbereit und nicht schussbereit transportiert wird und dies vom Bedürfnis umfasst ist."", ""correct"": true}]"
2.96;Kapitel I. 41;2. Rechte und Pflichten;46;multiple_choice;Eine Erlaubnis zum Führen einer Schusswaffe im Sinne des Waffengesetzes ist erforderlich, wenn;;"[{""key"": ""a"", ""text"": ""... sie entladen in der unverschlossenen Aktentasche mitgeführt wird."", ""correct"": true}, {""key"": ""b"", ""text"": ""... sie geladen in einer verschlossenen Aktentasche mitgeführt wird."", ""correct"": true}, {""key"": ""c"", ""text"": ""... sie sich entladen im unverschlossenen Handschuhfach eines PKW befindet und die Munition in einem Metallbehältnis mit Schwenkriegelschloss im Kofferraum mitgeführt wird."", ""correct"": true}]"
2.97;Kapitel I. 41;2. Rechte und Pflichten;46;self_assessment;Wer ist zum zugriffsbereiten Führen von Schreckschuss-, Reizstoff- und Signalwaffen, deren Erwerb und Besitz erlaubnisfrei ist, berechtigt?;Inhaber des Kleinen Waffenscheines;[]
2.98;Kapitel I. 41;2. Rechte und Pflichten;46;multiple_choice;Welche Schusswaffen bzw. sonstigen Waffen dürfen Sie bei öffentlichen Veranstaltungen „bei sich“ haben?;;"[{""key"": ""a"", ""text"": ""Erlaubt ist das Führen eines Schreckschussrevolvers, wenn ich den Kleinen Waffenschein habe."", ""correct"": false}, {""key"": ""b"", ""text"": ""Steinschlosspistole, weil diese nach dem WaffG ohnehin geführt werden darf."", ""correct"": false}, {""key"": ""c"", ""text"": ""Es dürfen keine Waffen im Sinne des § 1 Abs. 2 WaffG bei sich geführt werden."", ""correct"": true}]"
2.99;Kapitel I. 41;2. Rechte und Pflichten;46;multiple_choice;Kann man eine im Ausland erworbene erlaubnispflichtige Schusswaffe in die Bundesrepublik einführen/verbringen?;;"[{""key"": ""a"", ""text"": ""Ja, ohne Einschränkung."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja, mit Waffenbesitzkarte."", ""correct"": false}, {""key"": ""c"", ""text"": ""Ja, mit Verbringungserlaubnissen der zuständigen Behörden."", ""correct"": true}]"
2.100;Kapitel I. 41;2. Rechte und Pflichten;46;multiple_choice;Unter welchen Voraussetzungen darf man eine im Ausland erworbene Schusswaffe, die in der Bundesrepublik Deutschland erlaubnispflichtig ist, in das Bundesgebiet einführen?;;"[{""key"": ""a"", ""text"": ""Nur, wenn man im Besitz einer in Deutschland gültigen Waffenbesitzkarte mit Voreintrag ist."", ""correct"": false}, {""key"": ""b"", ""text"": ""Nur, wenn man im Besitz eines Europäischen Feuerwaffenpasses ist."", ""correct"": false}, {""key"": ""c"", ""text"": ""Nur, wenn man im Besitz der entsprechenden Verbringungserlaubnisse ist."", ""correct"": true}]"
2.101;Kapitel I. 42;2. Rechte und Pflichten;47;multiple_choice;Was ist beim Verbringen von Schusswaffen über Staatsgrenzen immer zu beachten?;;"[{""key"": ""a"", ""text"": ""Beim Verbringen von Waffen nach Deutschland müssen vor Grenzübertritt die erforderlichen Erlaubnisse (z.B. Verbringungserlaubnis) vorliegen."", ""correct"": true}, {""key"": ""b"", ""text"": ""Beim Verbringen von Waffen aus Deutschland müssen vor Grenzübertritt die erforderlichen Erlaubnisse des Ziellandes, der Bundesrepublik Deutschland und ggf. aller Transitländer vorliegen."", ""correct"": true}, {""key"": ""c"", ""text"": ""Es genügt immer eine deutsche WBK."", ""correct"": false}]"
2.102;Kapitel I. 42;2. Rechte und Pflichten;47;multiple_choice;Was muss ein Waffenbesitzer veranlassen, wenn er seine erlaubnispflichtige Schusswaffe in einem anderen Mitgliedsstaat der Europäischen Union verkaufen möchte?;;"[{""key"": ""a"", ""text"": ""Nichts, der Verkauf von erlaubnispflichtigen Schusswaffen in das europäische Ausland ist generell erlaubnisfrei."", ""correct"": false}, {""key"": ""b"", ""text"": ""Der Waffenbesitzer lässt sich die Erwerbserlaubnis des Käufers vorlegen und überlässt diesem dann die Waffe. Der Käufer meldet die Waffe nach Erhalt in seinem Heimatland an. Anschließend schickt er dem Verkäufer eine Kopie der Anmeldung, damit dieser die Waffe bei seiner Behörde abmelden kann."", ""correct"": false}, {""key"": ""c"", ""text"": ""Er bittet den Käufer um Übersendung einer Erlaubnis des Empfängerlandes zur Einfuhr der Waffe. Anschließend beantragt der Verkäufer bei seiner zuständigen Behörde eine Erlaubnis zum dauerhaften Verbringen der Waffe ins Ausland. Erst nach Erlaubniserteilung darf die Waffe verbracht werden. (Die Behörde meldet die Erteilung der Ausfuhrerlaubnis dem Bundesverwaltungsamt, EU-Meldedienst)"", ""correct"": true}]"
2.103;Kapitel I. 43;2. Rechte und Pflichten;48;multiple_choice;Darf man als Inhaber einer Waffenbesitzkarte eine im Ausland erworbene Schusswaffe in die Bundesrepublik Deutschland einführen?;;"[{""key"": ""a"", ""text"": ""Ja, aber nur wenn sich in der Waffenbesitzkarte ein entsprechender Voreintrag der zuständigen Erlaubnisbehörde befindet."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja, die Waffe ist innerhalb von 14 Tagen bei der zuständigen Erlaubnisbehörde anzumelden."", ""correct"": false}, {""key"": ""c"", ""text"": ""Nein, man benötigt vor der Einfuhr zunächst eine Verbringungserlaubnis seiner zuständigen Waffenbehörde und dann eine Verbringungserlaubnis des ausländischen Staates."", ""correct"": true}]"
2.104;Kapitel I. 43;2. Rechte und Pflichten;48;self_assessment;Wozu berechtigt der Europäische Feuerwaffenpass?;Zur Mitnahme der dort eingetragenen Feuerwaffen und für diese bestimmten Munition in einen anderen Mitgliedsstaat. Eventuell ist eine Genehmigung des Mitgliedstaates notwendig.;[]
2.105;Kapitel I. 43;2. Rechte und Pflichten;48;multiple_choice;Wozu berechtigt mich der Europäische Feuerwaffenpass?;;"[{""key"": ""a"", ""text"": ""Zum dauerhaften Verbringen von Feuerwaffen in Mitgliedstaaten."", ""correct"": false}, {""key"": ""b"", ""text"": ""Zur Feuerwaffenmitnahme bei Reisen in Mitgliedstaaten, beispielsweise zur Teilnahme an schießsportlichen Veranstaltungen oder zur Jagd."", ""correct"": true}, {""key"": ""c"", ""text"": ""Zur Feuerwaffenmitnahme bei Reisen in Mitgliedstaaten, muss ich die Reise mindestens 14 Tage vorher meiner zuständigen Erlaubnisbehörde schriftlich anzeigen."", ""correct"": false}]"
2.106;Kapitel I. 43;2. Rechte und Pflichten;48;multiple_choice;Wie können Feuerwaffen dauerhaft in einen anderen Mitgliedstaat verbracht werden?;;"[{""key"": ""a"", ""text"": ""Die Feuerwaffen können mit einem Europäischen Feuerwaffenpass verbracht werden."", ""correct"": false}, {""key"": ""b"", ""text"": ""Eine Verbringungserlaubnis zum Verbringen in einen Mitgliedstaat ist nicht erforderlich."", ""correct"": false}, {""key"": ""c"", ""text"": ""Durch vorherige Verbringungserlaubnis des Mitgliedsstaates und darauf folgend einer Verbringungserlaubnis der zuständigen deutschen Waffenbehörde."", ""correct"": true}]"
2.107;Kapitel I. 44;2. Rechte und Pflichten;49;multiple_choice;Welche Handlung erfüllt einen Straftatbestand im Sinne des Waffengesetzes?;;"[{""key"": ""a"", ""text"": ""Feuerwaffen werden dauerhaft ohne entsprechende Erlaubnisse zum Verbringen in einen Mitgliedstaat verbracht."", ""correct"": true}, {""key"": ""b"", ""text"": ""Feuerwaffen werden ohne eine waffenrechtliche Erlaubnis zur Ausfuhr in einen Drittstaat verbracht."", ""correct"": false}, {""key"": ""c"", ""text"": ""Feuerwaffen werden mit einem Europäischen Feuerwaffenpasses dauerhaft in einen Mitgliedstaat verbracht."", ""correct"": true}]"
2.108;Kapitel I. 44;2. Rechte und Pflichten;49;multiple_choice;Was ist bei einer dauerhaften Ausfuhr von Schusswaffen in einen Drittstaat zu beachten?;;"[{""key"": ""a"", ""text"": ""Es ist nichts zu beachten."", ""correct"": false}, {""key"": ""b"", ""text"": ""Es ist eine Ausfuhrerlaubnis der zuständigen Waffenbehörde erforderlich."", ""correct"": false}, {""key"": ""c"", ""text"": ""Außenwirtschaftsrechtliche Bestimmungen sind zu beachten (Bundesamt für Wirtschaft und Ausfuhrkontrolle (BAFA)."", ""correct"": true}]"
2.109;Kapitel I. 44;2. Rechte und Pflichten;49;multiple_choice;Berechtigt der Europäische Feuerwaffenpass zur Einfuhr von erlaubnispflichtiger Munition aus einem Mitgliedstaat, sofern die Munition dort von Ihnen berechtigterweise erworben wurde?;;"[{""key"": ""a"", ""text"": ""Ja"", ""correct"": false}, {""key"": ""b"", ""text"": ""Nein. Eine Verbringungserlaubnis ist erforderlich."", ""correct"": true}, {""key"": ""c"", ""text"": ""Ja, aber nur wenn eine Waffe entsprechenden Kalibers in den EFP eingetragen ist."", ""correct"": false}]"
2.110;Kapitel I. 44;2. Rechte und Pflichten;49;multiple_choice;Welche Waffen dürfen ohne Beschusszeichen einem anderen zum Schießen überlassen werden?;;"[{""key"": ""a"", ""text"": ""alle Schusswaffen"", ""correct"": false}, {""key"": ""b"", ""text"": ""Grundsätzlich keine Schusswaffen, außer diejenigen, die vor dem 1. Januar 1891 hergestellt wurden oder für die von einem Beschussamt eine Bescheinigung darüber ausgestellt wurde, dass der Beschuss der Waffe nicht durchgeführt werden kann."", ""correct"": true}, {""key"": ""c"", ""text"": ""Doppelflinten"", ""correct"": false}]"
2.111;Kapitel I. 45;2. Rechte und Pflichten;50;multiple_choice;Dürfen Sie als Sportschütze mit einer Schusswaffe, die der Beschusspflicht unterliegt, auf dem Schießstand „Probeschüsse“ abgeben, wenn kein Beschussstempel angebracht ist?;;"[{""key"": ""a"", ""text"": ""Ja, das Probeschießen ist gestattet."", ""correct"": false}, {""key"": ""b"", ""text"": ""Nein, das ist niemals gestattet."", ""correct"": true}, {""key"": ""c"", ""text"": ""Solche Schüsse sind nur durch die verantwortliche Aufsicht zulässig."", ""correct"": false}]"
2.112;Kapitel I. 45;2. Rechte und Pflichten;50;multiple_choice;Wann ist eine Waffe erneut zu beschießen?;;"[{""key"": ""a"", ""text"": ""Neuwaffen nach 15 Jahren, bei Gebrauchtwaffen nach 10 Jahren."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ein Beschuss ist unter anderem dann erforderlich, wenn eine Waffe von einem gewerblichen Waffenhändler an einen Kunden verkauft wird."", ""correct"": false}, {""key"": ""c"", ""text"": ""Ein erneuter Beschuss muss immer dann erfolgen, wenn wesentliche Teile der Waffe verändert oder instand gesetzt wurden."", ""correct"": true}]"
2.113;Kapitel I. 45;2. Rechte und Pflichten;50;multiple_choice;Ist die zuständige Erlaubnisbehörde zu unterrichten, wenn durch einen Büchsenmacher der Lauf ersetzt und die Waffe anschließend neu beschossen wurde?;;"[{""key"": ""a"", ""text"": ""Die Erlaubnisbehörde ist immer zu unterrichten."", ""correct"": false}, {""key"": ""b"", ""text"": ""Die Erlaubnisbehörde ist zu unterrichten, wenn ein wesentliches Teil erworben wurde."", ""correct"": true}, {""key"": ""c"", ""text"": ""Die Erlaubnisbehörde ist nie zu unterrichten."", ""correct"": false}]"
2.114;Kapitel I. 45;2. Rechte und Pflichten;50;multiple_choice;Was bedeutet die Überstempelung eines Beschusszeichens mit einem „X“?;;"[{""key"": ""a"", ""text"": ""Die Waffe wurde in England erneut beschossen, es ist nur noch der englische Beschuss gültig."", ""correct"": false}, {""key"": ""b"", ""text"": ""Die Waffe wurde bei einer erneuten Beschussprüfung als nicht mehr beschusstauglich befunden, der bereits vorhandene Beschussstempel ist ungültig."", ""correct"": true}, {""key"": ""c"", ""text"": ""Die Waffe wurde für den Export nach Großbritannien erneut beschossen, da dort der deutsche Beschuss nicht gültig ist."", ""correct"": false}]"
2.115;Kapitel I. 46;2. Rechte und Pflichten;51;multiple_choice;Wann ist eine Waffe erneut zum Beschuss vorzulegen?;;"[{""key"": ""a"", ""text"": ""ein neuer Lauf (kein Austauschlauf) wurde eingebaut"", ""correct"": true}, {""key"": ""b"", ""text"": ""Sportgriffschalen wurden montiert"", ""correct"": false}, {""key"": ""c"", ""text"": ""der Verschluss wurde erneuert"", ""correct"": true}, {""key"": ""d"", ""text"": ""die Schussfolge wurde geändert"", ""correct"": true}, {""key"": ""e"", ""text"": ""der Lauf wurde mit Kompensatoröffnungen versehen"", ""correct"": true}, {""key"": ""f"", ""text"": ""das Abzugsgewicht wurde durch Einbau einer anderen Feder verringert"", ""correct"": false}]"
2.116;Kapitel I. 46;2. Rechte und Pflichten;51;multiple_choice;Darf mit einer amerikanischen Schusswaffe mit französischem Beschusszeichen in der Bundesrepublik geschossen werden?;;"[{""key"": ""a"", ""text"": ""Nein, die Waffe braucht ein deutsches Beschusszeichen."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja, das französische Beschusszeichen ist anerkannt."", ""correct"": true}, {""key"": ""c"", ""text"": ""Nein, die Waffe braucht ein amerikanisches Beschusszeichen."", ""correct"": false}]"
2.117;Kapitel I. 46;2. Rechte und Pflichten;51;multiple_choice;Eine Feuerwaffe wird aus einem der nebenstehenden Länder eingeführt. Bei welchem Land muss die Feuerwaffe einem Beschussamt der C.I.P. (Internationale Kommission zur Prüfung von Handfeuerwaffen und Munition) vorgelegt werden?;;"[{""key"": ""a"", ""text"": ""USA"", ""correct"": true}, {""key"": ""b"", ""text"": ""Ungarn"", ""correct"": false}, {""key"": ""c"", ""text"": ""Chile"", ""correct"": false}]"
2.118;Kapitel I. 46;2. Rechte und Pflichten;51;multiple_choice;Wo dürfen Sie mit Druckluftwaffen, die das Zeichen „F im Fünfeck“ tragen, schießen?;;"[{""key"": ""a"", ""text"": ""In Ihrem eingezäunten Garten, wenn sichergestellt ist, dass die Geschosse den Garten nicht verlassen können."", ""correct"": true}, {""key"": ""b"", ""text"": ""In einem verlassenen Steinbruch (kein Geschoss kann das Gelände verlassen)."", ""correct"": false}, {""key"": ""c"", ""text"": ""Nur auf zugelassenen Schießständen."", ""correct"": false}, {""key"": ""d"", ""text"": ""Im eigenen Keller, wenn hierbei niemand gefährdet werden kann."", ""correct"": false}]"
2.119;Kapitel I. 47;2. Rechte und Pflichten;52;multiple_choice;Benötigen Sie zum Schießen mit einer Waffe im Kaliber 6 mm Flobert (kein F im Fünfeck auf der Waffe vorhanden) eine behördliche Erlaubnis?;;"[{""key"": ""a"", ""text"": ""Nein"", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja, außerhalb von Schießstätten."", ""correct"": true}, {""key"": ""c"", ""text"": ""Nicht auf dafür zugelassenen Schießstätten."", ""correct"": true}]"
2.120;Kapitel I. 47;2. Rechte und Pflichten;52;multiple_choice;Wo darf man ohne Erlaubnis mit einem Gewehr im Kaliber .22lr schießen?;;"[{""key"": ""a"", ""text"": ""Im Wald"", ""correct"": false}, {""key"": ""b"", ""text"": ""Außerhalb des befriedeten Besitztums"", ""correct"": false}, {""key"": ""c"", ""text"": ""Auf dafür zugelassenen Schießstätten"", ""correct"": true}]"
2.121;Kapitel I. 47;2. Rechte und Pflichten;52;multiple_choice;Wann darf ein 14-jähriger mit dem Einverständnis des/der Sorgeberechtigten auf dem Schießstand mit einer Waffe für Randfeuerpatronen bis Kaliber 5,6 mm lfB (.22lr) und einer Mündungsenergie von maximal 200 Joule schießen?;;"[{""key"": ""a"", ""text"": ""Wenn der Schießstandbetreiber zustimmt."", ""correct"": false}, {""key"": ""b"", ""text"": ""Wenn der erforderlichen Aufsichtsperson das Einverständnis des/der Sorgeberechtigten vorliegt."", ""correct"": true}, {""key"": ""c"", ""text"": ""Wenn die behördliche Ausnahmegenehmigung vorliegt."", ""correct"": false}]"
2.122;Kapitel I. 47;2. Rechte und Pflichten;52;multiple_choice;In welchem Alter darf ein Jugendlicher auf dem Schießstand, ohne unter einer besonderen Obhut (durch den/die Sorgeberechtigten oder der zur Kinder- und Jugendarbeit für das Schießen geeigneten Aufsichtsperson) zu stehen, mit einem Kleinkaliber-Match-Gewehr schießen?;;"[{""key"": ""a"", ""text"": ""mit 12 Jahren"", ""correct"": false}, {""key"": ""b"", ""text"": ""mit 14 Jahren"", ""correct"": false}, {""key"": ""c"", ""text"": ""mit 17 Jahren"", ""correct"": true}]"
2.123;Kapitel I. 48;2. Rechte und Pflichten;53;multiple_choice;Mit welchen Waffen dürfen ein 13jähriger und ein 15-jähriger auf einer zugelassenen Schießstätte schießen?;;"[{""key"": ""a"", ""text"": ""Ein 13-jähriger darf mit Druckluft-, Federdruck- und CO2-Waffen schießen, wenn der/die Sorgeberechtigte/n schriftlich oder elektronisch sein/ihr Einverständnis erklärt hat/haben und eine geeignete Aufsichtsperson ständig anwesend ist."", ""correct"": true}, {""key"": ""b"", ""text"": ""Ein 15-jähriger darf mit halbautomatischen Waffen bis Kaliber 9mm schießen, wenn der/die Sorgeberechtigte/n schriftlich oder elektronisch sein/ihr Einverständnis er-klärt hat/haben und eine geeignete Aufsichtsperson ständig anwesend."", ""correct"": false}, {""key"": ""c"", ""text"": ""Ein 15-jähriger darf mit Waffen für Randfeuerpatronen bis Kaliber 5,6 mm lfB (.22 l. r.) und einer Mündungsenergie von maximal 200 Joule und mit Einzellader-Langwaffen mit glatten Läufen im Kaliber 12 oder kleiner schießen, wenn der/die Sorgeberechtigte/n schriftlich oder elektronisch sein/ihr Einverständnis erklärt hat/haben und eine geeignete Aufsichtsperson ständig anwesend ist."", ""correct"": true}]"
2.124;Kapitel I. 48;2. Rechte und Pflichten;53;multiple_choice;Darf ein 16-jähriger Schütze auf einer dafür zugelassenen Schießstätte mit einer halbautomatischen Pistole im Kaliber .40 S&W schießen?;;"[{""key"": ""a"", ""text"": ""Wenn eine verantwortliche Aufsichtsperson anwesend ist, ist dies möglich."", ""correct"": false}, {""key"": ""b"", ""text"": ""Nur unter Aufsicht eines Behördenvertreters."", ""correct"": false}, {""key"": ""c"", ""text"": ""Nein, der Schütze muss dafür mindestens 18 Jahre alt sein."", ""correct"": true}]"
2.125;Kapitel I. 48;2. Rechte und Pflichten;53;multiple_choice;Unter welchen Voraussetzungen darf ein Jugendlicher nach Vollendung des 15. Lebensjahres und noch nicht vollendetem 16. Lebensjahr auf dem Schießstand eines Vereins schießen?;;"[{""key"": ""a"", ""text"": ""Mit schriftlichem Einverständnis der Sorgeberechtigten bei Druckluftwaffen bis zu 7,5 Joule Bewegungsenergie."", ""correct"": true}, {""key"": ""b"", ""text"": ""Hierfür ist die behördliche Genehmigung (§3 WaffG) erforderlich."", ""correct"": false}, {""key"": ""c"", ""text"": ""Mit schriftlichem Einverständnis der Sorgeberechtigten und unter Aufsicht einer hierfür geeigneten Person beim Schießen mit einem Kleinkalibergewehr (.22lr) mit maximal 200 Joule Mündungsenergie."", ""correct"": true}]"
